Brand,Spec_Score,Model_Name,Series,Price,Price_Range,Utility,Processor_Brand,Core Configuration,Clock-speed,OS Type,RAM Type,Ram_Capacity(GB),Graphics_Brand,Display Size (Inches),Resolution Width,Resolution Height,PPI,Aspect Ratio,Weight(kg),Touchscreen,Screen_Protection,Colour(s),Outlier_Flag,Original_Brand
Infinix,9.4,inbook x2 plus xl25,inbook,42990.0,Economy,Everyday Use,Intel,Quad Core,4.8,Windows,LPDDR4X,16,Intel,15.6,1920,1080,141.21,1.78,1.58,No,No,Grey,0,Infinix
MSI,8.0,modern 14 c7m,modern,49990.0,Economy,Everyday Use,AMD,Octa Core,2.0,Windows,DDR4,16,AMD,14.0,1920,1080,157.35,1.78,1.4,No,No,Black,0,MSI
MSI,8.7,pulse 15 b13vfk,pulse,126990.0,Luxury,Gaming,Intel,Deca Core,3.4,Windows,DDR5,16,NVIDIA,15.6,1920,1080,141.21,1.78,2.3,No,No,Grey,0,MSI
MSI,9.4,katana 15 b13vfk,katana,109990.0,Premium,Gaming,Intel,Octa Core,4.8,Windows,DDR5,16,NVIDIA,17.3,1920,1080,127.34,1.78,2.8,No,No,Black,0,MSI
HP,3.8,15sfq2673au,15sfq2673au,34450.0,Economy,Everyday Use,Intel,Dual Core,1.7,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.69,No,Yes,Silver,0,HP
MSI,9.1,pulse gl66 11udk,pulse,108990.0,Premium,Gaming,Intel,Octa Core,4.14,Windows,DDR4,16,NVIDIA,15.6,1920,1080,141.21,1.78,2.25,No,Yes,Grey,0,MSI
Asus,12.6,rog flow x13 gv301re,rog,136990.0,Luxury,Gaming,AMD,Octa Core,3.3,Windows,LPDDR5,32,NVIDIA,13.4,1920,1080,164.4,1.78,1.3,Yes,No,Off Black,0,Asus
Asus,9.4,rog flow x16 gv601re,rog,171990.0,Luxury,Gaming,AMD,Octa Core,4.7,Windows,DDR5,16,NVIDIA,16.0,2560,1600,188.68,1.6,2.0,Yes,No,Grey,0,Asus
Asus,9.4,rog zephyrus g14 ga402rjz,rog,109990.0,Premium,Gaming,AMD,Octa Core,4.7,Windows,DDR5,16,AMD,14.0,1920,1200,161.73,1.6,1.65,No,No,Grey,0,Asus
Asus,9.4,rog zephyrus g15 ga503rm,rog,157990.0,Luxury,Gaming,AMD,Octa Core,4.7,Windows,DDR5,16,NVIDIA,15.6,2560,1440,188.28,1.78,1.9,No,No,White,0,Asus
HP,7.4,victus 16e0550ax,victus,84420.0,Mid-Range,Everyday Use,AMD,Octa Core,4.7,Windows,DDR4,8,AMD,16.1,1920,1080,136.83,1.78,2.46,No,Yes,Silver,0,HP
Asus,7.4,zenbook s13 oled um5302ta,zenbook,88990.0,Mid-Range,Ultrabook,AMD,Hexa Core,2.9,Windows,LPDDR5,16,AMD,13.3,2880,1800,255.36,1.6,1.1,Yes,No,Blue,0,Asus
Asus,6.4,zenbook 14 flip oled un5401qa,zenbook,134990.0,Luxury,Gaming,AMD,Octa Core,4.7,Windows,DDR4,16,AMD,14.0,2880,1800,242.59,1.6,1.4,Yes,No,Black,0,Asus
Dell,8.2,g155511,g155511,102990.0,Premium,Everyday Use,Intel,Octa Core,2.3,Windows,DDR4,16,NVIDIA,15.6,1920,1080,141.21,1.78,2.65,No,No,Grey,0,Dell
Dell,5.2,g155510,g155510,71890.0,Mid-Range,Everyday Use,Intel,Quad Core,2.4,Windows,DDR4,8,NVIDIA,15.6,1920,1080,141.21,1.78,2.4,No,No,Grey,0,Dell
Asus,5.9,vivobook s14 s433fleb199ts ultrabook,vivobook,68990.0,Mid-Range,Ultrabook,Intel,Quad Core,1.8,Windows,DDR4,8,NVIDIA,14.0,1920,1080,157.35,1.78,1.4,No,No,Black,0,Asus
Asus,6.1,vivobook go 14 e1404fa,vivobook,38990.0,Economy,Everyday Use,AMD,Quad Core,4.2,Windows,LPDDR5,8,AMD,14.0,1920,1080,157.35,1.78,1.38,No,Yes,Silver,0,Asus
Apple,5.7,macbook pro m2 pro mphf3hna ultrabook,macbook,229990.0,Luxury,Everyday Use,Apple,Octa Core,3.4,Macos,M2,16,Apple,14.2,3024,1964,253.93,1.54,1.6,No,No,Grey,1,Apple
HP,8.4,envy x360 15fe0028tu,envy,100990.0,Premium,Everyday Use,Intel,Deca Core,4.7,Windows,LPDDR5,16,Intel,15.6,1920,1080,141.21,1.78,1.77,Yes,No,Black,0,HP
Asus,9.4,rog strix g16 g614ju,rog,119990.0,Premium,Gaming,Intel,Octa Core,4.8,Windows,DDR5,16,NVIDIA,16.0,1920,1200,141.51,1.6,2.5,No,Yes,Grey,0,Asus
Asus,6.4,rog strix g16 g614jv,rog,175999.0,Luxury,Gaming,Intel,Deca Core,4.8,Windows,DDR5,16,NVIDIA,16.0,2560,1600,188.68,1.6,2.5,No,Yes,Grey,1,Asus
Asus,7.8,zenbook s13 oled ux5304va,zenbook,118990.0,Premium,Ultrabook,Intel,Deca Core,1.7,Windows,LPDDR5,16,Intel,13.3,2880,1800,255.36,1.6,1.0,No,No,Blue,0,Asus
HP,9.4,pavilion aero 13be2048au,pavilion,79999.0,Mid-Range,Gaming,AMD,Octa Core,4.7,Windows,DDR5,16,AMD,13.3,1920,1200,170.24,1.6,1.58,No,Yes,Silver,0,HP
HP,8.6,omen 16n0091ax,omen,103990.0,Premium,Gaming,AMD,Octa Core,3.1,Windows,DDR5,16,NVIDIA,16.2,1920,1080,135.98,1.78,2.37,Yes,Yes,Silver,0,HP
MSI,6.1,modern 14 c12m,modern,42299.0,Economy,Everyday Use,Intel,Deca Core,4.2,Windows,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.4,No,No,Black,0,MSI
Lenovo,12.7,legion 5 pro 16iah7h,legion,144990.0,Luxury,Gaming,Intel,Octa Core,3.4,Windows,DDR5,32,NVIDIA,16.0,2560,1600,188.68,1.6,2.49,No,Yes,Grey,0,Lenovo
Asus,6.8,vivobook 15 x1502za,vivobook,72999.0,Mid-Range,Everyday Use,Intel,Deca Core,1.7,Windows,DDR4,16,Intel,15.6,1920,1080,141.21,1.78,1.7,Yes,No,Blue,0,Asus
Lenovo,4.6,ideapad flex 5i,ideapad,63800.0,Mid-Range,Everyday Use,Intel,Hexa Core,3.3,Windows,LPDDR4X,8,Intel,14.0,1920,1200,161.73,1.6,1.5,No,Yes,Grey,0,Lenovo
Lenovo,8.7,yoga 7i gen 7,yoga,112990.0,Premium,Ultrabook,Intel,Deca Core,3.4,Windows,LPDDR5,16,Intel,14.0,2880,1800,242.59,1.6,1.4,Yes,No,Grey,0,Lenovo
Asus,13.4,rog zephyrus duo 16 gx650rm,rog,249990.0,Luxury,Gaming,AMD,Octa Core,4.7,Windows,DDR5,32,NVIDIA,16.0,1920,1200,141.51,1.6,2.5,Yes,No,Black,1,Asus
Asus,9.4,rog zephyrus g14 ga402rjz,rog,107990.0,Premium,Gaming,AMD,Octa Core,4.7,Windows,DDR5,16,AMD,14.0,1920,1200,161.73,1.6,1.65,No,No,White,0,Asus
Asus,8.6,rog strix g17 g713rm,rog,154000.0,Luxury,Gaming,AMD,Octa Core,3.1,Windows,DDR4,16,NVIDIA,17.3,1920,1080,127.34,1.78,1.9,No,No,Grey,0,Asus
Asus,10.4,rog zephyrus m16 gu603zw,rog,241990.0,Luxury,Gaming,Intel,Deca Core,4.8,Windows,DDR4,32,NVIDIA,16.0,2560,1600,188.68,1.6,2.0,No,No,Off Black,1,Asus
Asus,10.4,rog strix scar 15 g533zw,rog,232384.0,Luxury,Gaming,Intel,Deca Core,4.8,Windows,DDR5,32,NVIDIA,15.6,2560,1440,188.28,1.78,2.3,No,Yes,Off Black,1,Asus
HP,6.1,victus 15fa0350tx,victus,68400.0,Mid-Range,Everyday Use,Intel,Hexa Core,4.2,Windows,DDR4,8,NVIDIA,15.6,1920,1080,141.21,1.78,2.29,No,No,Blue,0,HP
Acer,4.7,aspire 3 a31523,aspire,31990.0,Economy,Everyday Use,AMD,Dual Core,3.4,Windows,DDR4,8,AMD,15.6,1920,1080,141.21,1.78,1.9,No,No,Silver,0,Acer
Asus,6.1,vivobook gaming f571lh,vivobook,65990.0,Mid-Range,Everyday Use,Intel,Octa Core,2.2,Windows,DDR4,8,NVIDIA,15.6,1920,1080,141.21,1.78,2.14,No,Yes,Star Black,0,Asus
HP,8.4,omen 16b0360tx,omen,134090.0,Luxury,Everyday Use,Intel,Octa Core,2.7,Windows,DDR4,16,NVIDIA,16.1,1920,1080,136.83,1.78,2.32,No,Yes,Black,0,HP
Lenovo,5.2,thinkpad e15,thinkpad,76500.0,Mid-Range,Everyday Use,Intel,Quad Core,2.4,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.7,No,No,Black,0,Lenovo
Dell,5.2,g155510,g155510,63990.0,Mid-Range,Everyday Use,Intel,Quad Core,2.4,Windows,DDR4,8,NVIDIA,15.6,1920,1080,141.21,1.78,2.4,No,No,Grey,0,Dell
Lenovo,4.6,ideapad 3 15iau7,ideapad,30990.0,Economy,Everyday Use,Intel,Hexa Core,3.3,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.63,No,Yes,Grey,0,Lenovo
HP,8.1,victus 15fb0150ax,victus,51980.0,Economy,Everyday Use,AMD,Hexa Core,4.2,Windows,DDR4,16,AMD,15.6,1920,1080,141.21,1.78,2.29,No,Yes,Blue,0,HP
Lenovo,6.6,ideapad flex 5 14iru8,ideapad,76990.0,Mid-Range,Everyday Use,Intel,Deca Core,1.3,Windows,DDR4,16,Intel,14.0,1920,1200,161.73,1.6,1.5,No,No,Grey,0,Lenovo
Lenovo,7.8,ideapad flex 5 14iru8,ideapad,77190.0,Mid-Range,Everyday Use,Intel,Deca Core,1.7,Windows,LPDDR4X,16,Intel,14.0,1920,1080,157.35,1.78,1.5,Yes,No,Grey,0,Lenovo
Dell,6.4,inspiron 14 7430,inspiron,73990.0,Mid-Range,Everyday Use,Intel,Deca Core,4.7,Windows,LPDDR5,8,Intel,14.0,1920,1200,161.73,1.6,1.58,Yes,No,Silver,0,Dell
Asus,5.3,vivobook 16x k3605vc,vivobook,109990.0,Premium,Everyday Use,Intel,Deca Core,2.6,Windows,DDR4,16,NVIDIA,16.0,1920,1200,141.51,1.6,1.8,No,Yes,Black,0,Asus
Asus,9.1,rog strix scar 18 g834jy,rog,359990.0,Luxury,Everyday Use,Intel,Deca Core,2.2,Windows,DDR5,32,NVIDIA,18.0,2560,1600,167.72,1.6,2.5,No,Yes,Black,1,Asus
Asus,10.4,rog strix scar 16 g634jz,rog,284990.0,Luxury,Gaming,Intel,Deca Core,4.8,Windows,DDR5,32,NVIDIA,16.0,2560,1600,188.68,1.6,2.5,No,Yes,Off Black,1,Asus
MSI,9.4,prestige 13 intel evo a13m,prestige,92990.0,Premium,Ultrabook,Intel,Deca Core,4.8,Windows,LPDDR5,16,Intel,13.3,1920,1200,170.24,1.6,0.99,No,No,Stellar Gray,0,MSI
Lenovo,5.6,v15 g2 alc,v15,34990.0,Economy,Everyday Use,AMD,Quad Core,3.1,Windows,DDR4,8,AMD,15.6,1920,1080,141.21,1.78,2.36,No,Yes,Grey,0,Lenovo
MSI,9.4,katana 17 b13ucxk,katana,88990.0,Mid-Range,Gaming,Intel,Octa Core,4.8,Windows,DDR5,16,NVIDIA,17.3,1920,1080,127.34,1.78,2.8,No,No,Black,0,MSI
Apple,5.7,macbook pro m2 pro mphj3hna ultrabook,macbook,249900.0,Luxury,Everyday Use,Apple,Octa Core,3.4,Macos,M2,16,Apple,14.2,3024,1964,253.93,1.54,1.6,No,No,Silver,1,Apple
Apple,9.4,macbook pro m2 max mnwa3hna ultrabook,macbook,349900.0,Luxury,Everyday Use,Apple,Deca Core,2.81,Macos,M2,32,Apple,16.2,3456,2234,254.02,1.55,2.16,No,No,Silver,1,Apple
Lenovo,4.5,v15 itl,v15,33900.0,Economy,Everyday Use,Intel,Dual Core,3.0,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,2.49,No,Yes,Grey,0,Lenovo
Microsoft,9.4,surface pro 9,surface,161300.0,Luxury,Everyday Use,Intel,Deca Core,4.7,Windows,LPDDR5,16,Intel,13.0,2880,1920,266.26,1.5,1.0,Yes,No,Graphite,0,Microsoft
MSI,8.8,gs66 stealth 11ug,gs66,124191.0,Luxury,Gaming,Intel,Octa Core,3.58,Windows,DDR4,16,NVIDIA,15.6,2560,1440,188.28,1.78,2.1,No,Yes,Black,0,MSI
Asus,7.6,zenbook 17 fold oled intel evo ux9702aa,zenbook,329990.0,Luxury,Everyday Use,Intel,Deca Core,1.1,Windows,LPDDR5,16,Intel,17.3,2560,1920,184.97,1.33,1.7,Yes,No,Black,1,Asus
Other,5.6,gram intel evo 17z90qgaj55a2,gram,119273.0,Premium,Everyday Use,Intel,Deca Core,3.3,Windows,LPDDR5,8,Intel,17.0,2560,1600,177.58,1.6,2.5,No,No,Black,0,LG
Dell,5.5,inspiron 15,inspiron,56990.0,Economy,Everyday Use,Intel,Dual Core,3.0,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.85,No,No,Mist Blue Speckle,0,Dell
Lenovo,5.0,ideapad slim 3i 81wb01e8in,ideapad,29240.0,Budget,Everyday Use,Intel,Dual Core,4.0,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,2.0,No,Yes,Grey,0,Lenovo
Asus,1.6,chromebook c523na,chromebook,18390.0,Budget,Personal,Intel,Dual Core,1.1,Chrome,LPDDR4,4,Intel,15.6,1366,768,100.45,1.78,1.43,No,Yes,Silver,0,Asus
HP,7.2,envy 14eb0020tx intel evo,envy,78999.0,Mid-Range,Everyday Use,Intel,Quad Core,2.4,Windows,DDR4,16,NVIDIA,14.0,1920,1080,157.35,1.78,1.59,No,Yes,Silver,0,HP
Dell,7.2,g155510,g155510,89990.0,Mid-Range,Everyday Use,Intel,Quad Core,2.4,Windows,DDR4,16,NVIDIA,15.6,1920,1080,141.21,1.78,2.4,No,No,Grey,0,Dell
Acer,4.7,swift go 14 ai sfg1472t,swift,99990.0,Premium,Ultrabook,Intel,Deca Core,1.4,Windows,LPDDR5X,16,Intel,14.0,1920,1200,161.73,1.6,1.32,No,No,Silver,0,Acer
Lenovo,5.2,loq 15iax9i,loq,59990.0,Economy,Everyday Use,Intel,Hexa Core,2.4,Windows,DDR5,8,Intel,15.6,1920,1080,141.21,1.78,2.38,No,Yes,Luna Grey,0,Lenovo
Asus,6.4,rog flow x13 gv301rc,rog,89291.0,Mid-Range,Gaming,AMD,Octa Core,4.8,Windows,LPDDR5,16,NVIDIA,13.3,1920,1200,170.24,1.6,1.3,Yes,No,Off Black,0,Asus
Lenovo,8.7,legion slim 5 16aph8,legion,115990.0,Premium,Gaming,AMD,Octa Core,3.4,Windows,DDR5,16,NVIDIA,16.0,2560,1600,188.68,1.6,2.39,No,Yes,Grey,0,Lenovo
Lenovo,8.7,legion pro 5 16arx8,legion,142190.0,Luxury,Gaming,AMD,Octa Core,3.4,Windows,DDR5,16,NVIDIA,16.0,2560,1600,188.68,1.6,2.5,No,Yes,Grey,0,Lenovo
Other,9.4,uhx 4zr1l73352,uhx,109990.0,Premium,Ultrabook,Intel,Deca Core,4.8,Windows,LPDDR5,16,Intel,13.3,1920,1080,165.63,1.78,1.0,Yes,No,Black,0,Fujitsu
MSI,9.4,katana 17 b12vgk,katana,124990.0,Luxury,Gaming,Intel,Octa Core,4.7,Windows,DDR5,16,NVIDIA,17.3,2560,1440,169.78,1.78,2.6,No,No,Black,0,MSI
Asus,5.1,vivobook 15 x1504va,vivobook,39990.0,Economy,Everyday Use,Intel,Dual Core,4.2,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.7,No,No,Silver,0,Asus
Asus,6.6,zenbook s13 oled ux5304va,zenbook,94500.0,Premium,Ultrabook,Intel,Deca Core,1.3,Windows,LPDDR5,16,Intel,13.3,2880,1800,255.36,1.6,1.0,No,No,Blue,0,Asus
Asus,4.5,vivobook k15 oled k513ea,vivobook,42990.0,Economy,Everyday Use,Intel,Dual Core,3.0,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.8,No,No,Black,0,Asus
Lenovo,4.5,v14,v14,32490.0,Economy,Everyday Use,Intel,Dual Core,3.0,Windows,DDR4,8,Intel,14.0,1920,1080,157.35,1.78,1.6,No,Yes,Grey,0,Lenovo
Asus,5.4,tuf gaming f15 fx506hc,tuf,69849.0,Mid-Range,Everyday Use,Intel,Hexa Core,2.7,Windows,DDR4,8,NVIDIA,15.6,1920,1080,141.21,1.78,2.3,No,Yes,Black,0,Asus
Asus,6.4,rog zephyrus g14 ga402rjz,rog,132990.0,Luxury,Gaming,AMD,Octa Core,4.8,Windows,DDR5,16,AMD,14.0,1920,1080,157.35,1.78,1.65,No,Yes,Grey,0,Asus
Asus,9.4,rog zephyrus g15 ga503rm,rog,162990.0,Luxury,Gaming,AMD,Octa Core,4.7,Windows,DDR5,16,NVIDIA,15.6,2560,1440,188.28,1.78,1.9,No,No,Grey,0,Asus
Lenovo,4.5,v14 gen 2,v14,31999.0,Economy,Everyday Use,Intel,Dual Core,3.0,Dos,DDR4,8,Intel,14.0,1366,768,111.94,1.78,1.6,No,Yes,Grey,0,Lenovo
Asus,5.2,rog flow z13 gz301ze,rog,181990.0,Luxury,Everyday Use,Intel,Deca Core,2.5,Windows,LPDDR5,16,NVIDIA,13.4,1920,1200,168.97,1.6,1.18,Yes,No,Black,1,Asus
Lenovo,8.4,thinkpad e14 gen 2,thinkpad,97990.0,Premium,Business,Intel,Quad Core,2.8,Windows,DDR4,16,Intel,14.0,1920,1080,157.35,1.78,1.59,No,No,Black,0,Lenovo
Asus,9.1,vivobook pro 14 oled m3401qc,vivobook,86990.0,Mid-Range,Gaming,AMD,Octa Core,4.2,Windows,M3,16,NVIDIA,14.0,2880,1800,242.59,1.6,1.4,No,No,Blue,0,Asus
Asus,10.4,rog zephyrus m16 gu603zx,rog,264990.0,Luxury,Gaming,Intel,Deca Core,4.8,Windows,DDR4,32,NVIDIA,16.0,2560,1600,188.68,1.6,2.0,No,No,Off Black,1,Asus
Microsoft,8.1,surface pro 8 intel evo,surface,139900.0,Luxury,Business,Intel,Quad Core,2.2,Windows,DDR4,16,Intel,13.0,2880,1920,266.26,1.5,1.94,Yes,No,Black,0,Microsoft
Dell,9.1,g155515,g155515,90499.0,Premium,Gaming,AMD,Octa Core,4.2,Windows,DDR4,16,NVIDIA,15.6,1920,1080,141.21,1.78,2.6,No,No,Grey,0,Dell
Lenovo,5.2,thinkpad e15,thinkpad,84086.0,Mid-Range,Everyday Use,Intel,Quad Core,2.4,Windows,DDR4,8,NVIDIA,15.6,1920,1080,141.21,1.78,1.7,No,Yes,Black,0,Lenovo
HP,8.9,omen 16b0370tx,omen,166499.0,Luxury,Gaming,Intel,Octa Core,3.85,Windows,DDR4,16,NVIDIA,16.1,2560,1440,182.44,1.78,2.3,No,Yes,Black,0,HP
Lenovo,8.7,loq 15irx9,loq,122990.0,Luxury,Gaming,Intel,Deca Core,3.4,Windows,DDR5,16,NVIDIA,15.6,1920,1080,141.21,1.78,2.45,No,Yes,Luna Grey,0,Lenovo
HP,6.4,victus 15fb1001ax,victus,58490.0,Economy,Everyday Use,AMD,Hexa Core,4.7,Windows,DDR5,8,NVIDIA,15.6,1920,1080,141.21,1.78,2.29,No,Yes,"Mica Silver, Black Chrome Logo",0,HP
Other,7.7,ch 4zr1l82433,ch,59990.0,Economy,Everyday Use,Intel,Deca Core,3.4,Windows,LPDDR5,16,Intel,13.3,1920,1080,165.63,1.78,0.98,No,No,Gold,0,Fujitsu
HP,6.1,victus 15fb0147ax,victus,47990.0,Economy,Everyday Use,AMD,Hexa Core,4.2,Windows,DDR4,8,AMD,15.6,1920,1080,141.21,1.78,2.29,No,Yes,Blue,0,HP
Lenovo,8.0,thinkpad p14s gen3,thinkpad,133990.0,Luxury,Everyday Use,Intel,Deca Core,2.1,Windows,DDR4,16,NVIDIA,14.0,1920,1080,157.35,1.78,1.38,No,Yes,Black,0,Lenovo
Asus,9.4,rog zephyrus g14 ga402nj,rog,100900.0,Premium,Gaming,AMD,Octa Core,4.7,Windows,DDR5,16,NVIDIA,14.0,2560,1600,215.63,1.6,1.65,Yes,Yes,Grey,0,Asus
HP,8.4,envy x360 15fe0027tu,envy,96200.0,Premium,Everyday Use,Intel,Deca Core,4.7,Windows,LPDDR5,16,Intel,15.6,1920,1080,141.21,1.78,1.77,Yes,No,Black,0,HP
HP,7.0,envy x360 15fh0015au,envy,72990.0,Mid-Range,Everyday Use,AMD,Hexa Core,2.0,Windows,LPDDR4X,16,AMD,15.6,1920,1080,141.21,1.78,1.82,Yes,No,Black,0,HP
HP,6.6,envy x360 15ew0041tu,envy,83990.0,Mid-Range,Everyday Use,Intel,Deca Core,1.3,Windows,DDR4,16,Intel,15.6,1920,1080,141.21,1.78,1.6,Yes,No,Silver,0,HP
Dell,9.4,inspiron 14 5430,inspiron,83890.0,Mid-Range,Everyday Use,Intel,Deca Core,4.8,Windows,LPDDR5,16,Intel,14.0,1920,1200,161.73,1.6,1.6,No,Yes,Silver,0,Dell
Asus,4.6,vivobook 15 x1502za,vivobook,44500.0,Economy,Everyday Use,Intel,Deca Core,1.3,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.7,No,No,Blue,0,Asus
Other,8.4,uhx 4zr1l12857,uhx,89990.0,Mid-Range,Ultrabook,Intel,Deca Core,4.7,Windows,LPDDR5,16,Intel,14.0,1920,1200,161.73,1.6,1.0,No,No,Black,0,Fujitsu
Asus,7.2,vivobook 15 x1502za,vivobook,55980.0,Economy,Everyday Use,Intel,Deca Core,2.5,Windows,DDR4,16,Intel,15.6,1920,1080,141.21,1.78,1.7,No,No,Silver,0,Asus
Lenovo,8.4,thinkpad p14s gen 2,thinkpad,92999.0,Premium,Business,Intel,Quad Core,2.8,Windows,DDR4,16,NVIDIA,14.0,1920,1080,157.35,1.78,1.5,No,Yes,Black,0,Lenovo
Asus,5.0,vivobook go 14 e1404fa,vivobook,33450.0,Economy,Everyday Use,AMD,Quad Core,4.0,Windows,DDR5,8,AMD,14.0,1920,1080,157.35,1.78,1.92,No,No,Silver,0,Asus
Asus,8.4,zenbook 14 flip oled up3404va,zenbook,98500.0,Premium,Everyday Use,Intel,Deca Core,4.7,Windows,LPDDR5,16,Intel,14.0,2880,1800,242.59,1.6,1.5,Yes,No,Grey,0,Asus
Asus,8.1,vivobook pro 15 oled m3500qcl1501ws netbook,vivobook,66500.0,Mid-Range,Everyday Use,AMD,Hexa Core,4.2,Windows,M3,16,AMD,15.6,1920,1080,141.21,1.78,1.92,No,Yes,Blue,0,Asus
MSI,8.6,gf63 thin 12ve,gf63,82990.0,Mid-Range,Gaming,Intel,Hexa Core,3.3,Windows,DDR4,16,NVIDIA,15.6,1920,1080,141.21,1.78,1.86,No,No,Black,0,MSI
Dell,8.7,vostro 5620,vostro,77590.0,Mid-Range,Gaming,Intel,Deca Core,3.4,Windows,DDR4,16,NVIDIA,16.0,1920,1080,137.68,1.78,1.91,No,No,Grey,0,Dell
Lenovo,8.7,yoga slim 7i pro x,yoga,124990.0,Luxury,Gaming,Intel,Octa Core,3.4,Windows,LPDDR5,16,NVIDIA,14.5,3072,1920,249.84,1.6,1.45,Yes,No,"Ultimate Grey (Top), Cloud Grey (Keyboard Cover, Bottom)",0,Lenovo
MSI,8.7,stealth 15 a13ve,stealth,129990.0,Luxury,Gaming,Intel,Octa Core,3.4,Windows,DDR5,16,NVIDIA,15.6,1920,1080,141.21,1.78,2.1,No,No,Black,0,MSI
Microsoft,6.1,surface pro 9 intel evo,surface,110000.0,Premium,Ultrabook,Intel,Deca Core,4.2,Windows,LPDDR5,8,Intel,13.0,1600,1200,153.85,1.33,1.0,Yes,No,Forest,0,Microsoft
Microsoft,6.1,surface pro 9,surface,102845.0,Premium,Ultrabook,Intel,Deca Core,4.2,Windows,LPDDR5,8,Intel,13.0,2880,1920,266.26,1.5,1.0,Yes,No,Silver,0,Microsoft
Asus,9.1,vivobook k15 oled km513ua,vivobook,66990.0,Mid-Range,Gaming,AMD,Octa Core,4.2,Windows,DDR4,16,AMD,15.6,1920,1080,141.21,1.78,1.8,No,No,Black,0,Asus
Dell,8.7,inspiron 16 7620,inspiron,121641.0,Luxury,Gaming,Intel,Deca Core,3.4,Windows,DDR4,16,NVIDIA,16.0,1920,1080,137.68,1.78,2.1,Yes,No,Dark Green,0,Dell
Dell,7.6,xps 13 9315,xps,121299.0,Luxury,Everyday Use,Intel,Deca Core,3.3,Windows,LPDDR5,16,Intel,13.4,1920,1200,168.97,1.6,1.17,No,Yes,Grey,0,Dell
Asus,10.4,rog strix scar 17 g733cx,rog,359990.0,Luxury,Gaming,Intel,Deca Core,4.8,Windows,DDR5,32,NVIDIA,17.3,2560,1440,169.78,1.78,3.0,No,Yes,Off Black Stealth,1,Asus
Dell,8.0,vostro 5625,vostro,77614.0,Mid-Range,Everyday Use,AMD,Octa Core,2.0,Windows,DDR4,16,AMD,16.0,1920,1080,137.68,1.78,1.91,No,No,Grey,0,Dell
MSI,13.4,raider ge76 11uh,raider,299999.0,Luxury,Gaming,Intel,Octa Core,4.7,Windows,DDR4,32,NVIDIA,17.3,1920,1080,127.34,1.78,2.0,No,No,Blue,1,MSI
Dell,9.4,g155525,g155525,93003.0,Premium,Gaming,AMD,Octa Core,4.7,Windows,DDR5,16,NVIDIA,15.6,1920,1080,141.21,1.78,2.52,No,No,Grey,0,Dell
HP,8.0,envy x360 13ay1037au,envy,99900.0,Premium,Ultrabook,AMD,Octa Core,1.9,Windows,DDR4,16,AMD,13.3,1920,1080,165.63,1.78,1.32,Yes,No,Black,0,HP
HP,7.4,probook 440 g8,probook,115499.0,Premium,Business,Intel,Quad Core,4.7,Windows,DDR4,8,Intel,14.0,1366,768,111.94,1.78,1.38,No,Yes,Grey,0,HP
HP,6.1,250 g8,250,41490.0,Economy,Everyday Use,Intel,Quad Core,4.2,Windows,DDR4,8,Intel,15.6,1920,1080,141.21,1.78,1.74,No,No,Dark Ash,0,HP
Lenovo,7.9,thinkpad x1 carbon,thinkpad,199800.0,Luxury,Everyday Use,Intel,Quad Core,1.8,Windows,LPDDR3,16,Intel,14.0,2560,1440,209.8,1.78,1.08,No,No,Black,1,Lenovo
Acer,4.8,swift 5 sf51452t59jy,swift,50131.0,Economy,Everyday Use,Intel,Quad Core,1.6,Windows,DDR3,8,Intel,14.0,1920,1080,157.35,1.78,0.97,No,Yes,Charcoal Blue,0,Acer
MSI,8.1,ge73 raider rgb 8rf,ge73,179990.0,Luxury,Everyday Use,Intel,Hexa Core,2.2,Windows,DDR4,16,NVIDIA,17.3,1920,1080,127.34,1.78,3.1,No,Yes,Black,1,MSI
Lenovo,6.8,thinkpad t480s,thinkpad,137900.0,Luxury,Everyday Use,Intel,Quad Core,1.6,Windows,DDR4,16,NVIDIA,14.0,1920,1080,157.35,1.78,1.31,No,Yes,Black,0,Lenovo
Lenovo,7.8,thinkbook 15,thinkbook,82990.0,Mid-Range,Everyday Use,Intel,Deca Core,1.7,Windows,DDR4,16,Intel,15.6,1920,1080,141.21,1.78,1.7,No,Yes,Grey,0,Lenovo
Lenovo,8.0,yoga 6 13abr8,yoga,86690.0,Mid-Range,Ultrabook,AMD,Octa Core,2.0,Windows,LPDDR4X,16,AMD,13.3,1920,1200,170.24,1.6,1.37,Yes,No,Dark Teal,0,Lenovo
Lenovo,10.0,legion pro 7i 16irx8h,legion,255900.0,Luxury,Gaming,Intel,Deca Core,4.0,Windows,DDR5,32,NVIDIA,16.0,2560,1600,188.68,1.6,2.8,No,Yes,Grey,1,Lenovo
