Name,Price,Performance,Design,Storage,Battery
Apple MacBook Pro M2 MNEJ3HN/A Ultrabook (Apple M2/8 GB/512 GB SSD/macOS Monterey),"Rs.149,900","Apple M2
8 GB LPDDR5 RAM","13.3 inches (33.78 cm)
2560 x 1600 pixels
1.38 Kg, 15.6 mm thick",512 GB SSD,"Li-Po
20 Hrs"
Lenovo Ideapad Gaming 3 15ACH6 (82K200X6IN) Laptop (AMD Hexa Core Ryzen 5/8 GB/512 GB SSD/Windows 11/4 GB),"Rs.51,990","AMD Hexa Core Ryzen 5
3.3 Ghz
8 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.2 Kg, 24.9 mm thick",512 GB SSD,Li-Ion
Avita Satus Ultimus S111 NU14A1INC43PN-SG Laptop (Intel Celeron Dual Core/4 GB/128 GB SSD/Windows 11),"Rs.15,990","Intel Celeron Dual Core
1.1 Ghz
4 GB LPDDR4 RAM","14.1 inches (35.81 cm)
1920 x 1080 pixels
1.30 Kg",128 GB SSD,"Li-Ion
2 Cell
8 Hrs"
Infinix INBook X2 Plus XL25 Laptop (Core i5 11th Gen/16 GB/512 GB SSD/Windows 11),"Rs.52,990","Core i5 11th Gen
4.2 Ghz
16 GB LPDDR4X RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.58 Kg",512 GB SSD,"Li-Ion
10 Hrs"
Dell Inspiron 14 5410 (D560531WIN9S) Laptop (Core i3 11th Gen/8 GB/512 GB SSD/Windows 10),"Rs.63,999","Core i3 11th Gen
1.7 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.56 Kg, 18 mm thick
2-in-1, Touch Screen",512 GB SSD,"Li-Ion
3 Cell
6 Hrs"
Acer Nitro V ANV15-51 (NH.QN8SI.002) Laptop (Core i5 13th Gen/8 GB/512 GB SSD/Windows 11/6 GB),"Rs.80,608","Core i5 13th Gen
4.7 Ghz
8 GB DDR5 RAM
6 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.1 Kg, 23.5 mm thick",512 GB SSD,"Li-Ion
4 Cell
5 Hrs"
Acer Aspire 3 A315-23 (NX.HVUSI.00K) Laptop (AMD Quad Core Ryzen 5/8 GB/512 GB SSD/Windows 10),"Rs.31,690","AMD Quad Core Ryzen 5
2.1 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.9 Kg, 19.9 mm thick",512 GB SSD,"Li-Ion
2 Cell
11 Hrs"
HP 15s-fr2515TU (8G149PA) Laptop (Core i3 11th Gen/8 GB/512 GB SSD/Windows 11),"Rs.38,999","Core i3 11th Gen
4.0 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.7 Kg, 17.9 mm thick",512 GB SSD,"Li-Ion
3 Cell"
HP 15-fd0013TU (7P705PA) Laptop (Core i5 13th Gen/16 GB/512 GB SSD/Windows 11),"Rs.63,999","Core i5 13th Gen
3.4 Ghz
16 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.6 Kg, 19.9 mm thick",512 GB SSD,"Li-Ion
3 Cell"
HP 15s-fy5003TU (7Q700PA) Laptop (Core i3 12th Gen/8 GB/512 GB SSD/Windows 11),"Rs.34,990","Core i3 12th Gen
0.8 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.69 Kg",512 GB SSD,"Li-Ion
3 Cell"
HP Pavilion Plus 14-eh0024TU Laptop (Core i7 12th Gen/16 GB/1 TB SSD/Windows 11),"Rs.89,990","Core i7 12th Gen
4.7 Ghz
16 GB DDR4 RAM","14 inches (35.56 cm)
2880 x 1800 pixels
1.41 Kg, 17 mm thick",1 TB SSD,Li-Ion
MSI GF63 Thin 11UC-1475IN Laptop (Core i5 11th Gen/8 GB/512 GB SSD/Windows 11/4 GB),"Rs.54,780","Core i5 11th Gen
4.2 Ghz
8 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.80 Kg, 80 mm thick",512 GB SSD,"Li-Ion
3 Cell"
Asus TUF Gaming A15 FA506QM-HN008W Laptop (AMD Octa Core Ryzen 7/16 GB/512 GB SSD/Windows 11/6 GB),"Rs.89,990","AMD Octa Core Ryzen 7
3.1 Ghz
16 GB DDR4 RAM
6 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.30 Kg, 24.5 mm thick",512 GB SSD,"Li-Ion
4 Cell"
Acer Aspire 5 A515-56 (NX.A1GSI.00D) Laptop (Core i5 11th Gen/8 GB/512 GB SSD/Windows 11),"Rs.54,990","Core i5 11th Gen
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.65 Kg, 17.9 mm thick",512 GB SSD,"Li-Ion
3 Cell
9.5 Hrs"
Asus VivoBook 14 X415JA-EK522WS Laptop (Core i5 10th Gen/8 GB/512 GB SSD/Windows 11),"Rs.42,990","Core i5 10th Gen
1.0 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.60 Kg, 20 mm thick",512 GB SSD,"Li-Ion
2 Cell
6 Hrs"
Dell Inspiron 15 3520 (D560871WIN9B) Laptop (Core i5 12th Gen/8 GB/512 GB SSD/Windows 11),"Rs.45,990","Core i5 12th Gen
3.3 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.65 Kg, 21 mm thick",512 GB SSD,"Li-Ion
3 Cell"
Lenovo Thinkpad E14 (20T6S0UQ00) Laptop (AMD Hexa Core Ryzen 5/8 GB/256 GB SSD/Windows 10),"Rs.58,980","AMD Hexa Core Ryzen 5
2.1 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.59 Kg, 19 mm thick",256 GB SSD,"Li-Po
3 Cell"
HP 15-fd0022TU (7Q6Z3PA) Laptop (Core i5 13th Gen/8 GB/512 GB SSD/Windows 11),"Rs.53,990","Core i5 13th Gen
4.7 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.59 Kg, 18.6 mm thick",512 GB SSD,"Li-Ion
3 Cell"
HP 15-fd0012TU (7P704PA) Laptop (Core i5 13th Gen/8 GB/1 TB SSD/Windows 11),"Rs.58,990","Core i5 13th Gen
4.7 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.59 Kg, 18.6 mm thick",1 TB SSD,"Li-Ion
3 Cell"
HP 15-fd0021TU (7Q6Z2PA) Laptop (Core i5 13th Gen/8 GB/512 GB SSD/Windows 11),"Rs.53,990","Core i5 13th Gen
4.7 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.59 Kg, 18.6 mm thick",512 GB SSD,"Li-Ion
3 Cell"
HP 15-fd0011TU (7P703PA) Laptop (Core i5 13th Gen/8 GB/512 GB SSD/Windows 11),"Rs.51,990","Core i5 13th Gen
3.4 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.59 Kg, 18.6 mm thick",512 GB SSD,"Li-Ion
3 Cell"
Dell G15-5515 (D560805WIN9W) Laptop (AMD Hexa Core Ryzen 5/16 GB/512 GB SSD/Windows 11/4 GB),"Rs.78,490","AMD Hexa Core Ryzen 5
3.3 Ghz
16 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.57 Kg, 26.9 mm thick",512 GB SSD,"Li-Ion
3 Cell
10 Hrs"
Asus VivoBook Ultra KM413UA-EB503TS Laptop (AMD Hexa Core Ryzen 5/8 GB/512 GB SSD/Windows 10),"Rs.58,700","AMD Hexa Core Ryzen 5
2.1 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.40 Kg, 17.3 mm thick",512 GB SSD,"Li-Ion
3 Cell"
HP 255 G8 (689T4PA) Laptop (AMD Dual Core Ryzen 3/8 GB/512 GB SSD/Windows 11),"Rs.26,990","AMD Dual Core Ryzen 3
2.6 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.74 Kg, 26.5 mm thick",512 GB SSD,"Li-Ion
3 Cell
10 Hrs"
HP Pavilion x360 14-dy0207TU (67G60PA) Laptop (Core i3 11th Gen/8 GB/512 GB SSD/Windows 11),"Rs.54,990","Core i3 11th Gen
1.7 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.52 Kg, 20.6 mm thick
2-in-1, Touch Screen",512 GB SSD,"Li-Ion
3 Cell
11 Hrs"
HP Victus 16-e0351AX (552X1PA) Laptop (AMD Octa Core Ryzen 7/16 GB/512 GB SSD/Windows 11/4 GB),"Rs.79,990","AMD Octa Core Ryzen 7
4.7 Ghz
16 GB DDR4 RAM
4 GB Graphics","16.1 inches (40.89 cm)
1920 x 1080 pixels
2.46 Kg, 23.5 mm thick",512 GB SSD,"Li-Ion
4 Cell
4 Hrs"
Dell Vostro 3425 (D552305WIN9BE) Laptop (AMD Quad Core Ryzen 3/8 GB/256 GB SSD/Windows 11),"Rs.38,961","AMD Quad Core Ryzen 3
2.7 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.48 Kg, 23 mm thick",256 GB SSD,"Li-Ion
4 Cell
7 Hrs"
Infinix INBook X2 Plus XL25 Laptop (Core i5 11th Gen/8 GB/512 GB SSD/Windows 11),"Rs.37,990","Core i5 11th Gen
4.7 Ghz
8 GB LPDDR4X RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.58 Kg",512 GB SSD,"Li-Ion
10 Hrs"
Lenovo Legion 5 (82NL00APIN) Laptop (Core i5 10th Gen/8 GB/512 GB SSD/Windows 11/4 GB),"Rs.78,089","Core i5 10th Gen
2.5 Ghz
8 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.3 Kg, 23.5 mm thick",512 GB SSD,"Li-Ion
4 Cell
5.9 Hrs"
Acer Aspire 5 A514-54 (NX.A23SI.00H) Laptop (Core i5 11th Gen/8 GB/1 TB/Windows 10),"Rs.42,999","Core i5 11th Gen
8 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.55 Kg, 17.9 mm thick","1 TB HDD
SATA
5400 RPM","Li-Ion
3 Cell"
HP 15s-du3060TX (360L6PA) Laptop (Core i5 11th Gen/8 GB/1 TB/Windows 10/2 GB),"Rs.54,000","Core i5 11th Gen
4.2 Ghz
8 GB DDR4 RAM
2 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.77 Kg, 19.9 mm thick","1 TB HDD
SATA
5400 RPM","Li-Ion
3 Cell
12 Hrs"
Lenovo Ideapad Gaming 3 15ACH6 (82K201RRIN) Laptop (AMD Hexa Core Ryzen 5/8 GB/512 GB SSD/Windows 11/4 GB),"Rs.58,600","AMD Hexa Core Ryzen 5
4.2 Ghz
8 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.25 Kg, 25 mm thick",512 GB SSD,"Li-Po
3 Cell
4 Hrs"
HP Pavilion x360 14-ek0086TU (6Q0Z5PA) Laptop (Core i5 12th Gen/8 GB/512 GB SSD/Windows 11),"Rs.74,723","Core i5 12th Gen
4.7 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.41 Kg, 17 mm thick
2-in-1, Touch Screen",512 GB SSD,"Li-Ion
3 Cell"
HP Pavilion 15-eg2039TU (6D4L1PA) Laptop (Core i7 12th Gen/16 GB/1 TB SSD/Windows 11),"Rs.87,543","Core i7 12th Gen
2.7 Ghz
16 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.75 Kg, 17.9 mm thick",1 TB SSD,"Li-Ion
3 Cell"
Dell Inspiron 15 3515 (D560520WIN9BE) Laptop (AMD Quad Core Ryzen 5/8 GB/256 GB SSD/Windows 10),"Rs.41,430","AMD Quad Core Ryzen 5
2.1 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.85 Kg, 20 mm thick",256 GB SSD,"Li-Ion
3 Cell"
Lenovo Ideapad Slim 3i 14IRU8 (82X60013IN) Laptop (Core i3 13th Gen/8 GB/512 GB SSD/Windows 11),"Rs.45,990","Core i3 13th Gen
3.3 Ghz
8 GB LPDDR5 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.37 Kg",512 GB SSD,"Li-Po
3 Cell
7 Hrs"
Asus VivoBook 14 X415EA-EK701WS Laptop (Core i7 11th Gen/16 GB/512 GB SSD/Windows 11),"Rs.56,990","Core i7 11th Gen
2.8 Ghz
16 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.6 Kg, 20 mm thick",512 GB SSD,"Li-Ion
2 Cell
6 Hrs"
Acer Nitro 5 AN515-45-R3TC (NH.QBCSI.001) Laptop (AMD Hexa Core Ryzen 5/16 GB/1 TB 256 GB SSD/Windows 10/6 GB),"Rs.91,499","AMD Hexa Core Ryzen 5
16 GB DDR4 RAM
6 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.4 Kg, 23.9 mm thick","1 TB HDD
256 GB SSD
SATA
5400 RPM","Li-Ion
4 Cell
10 Hrs"
Dell Inspiron 15 3511 (D560506WIN9BE) Laptop (Core i5 11th Gen/8 GB/256 GB SSD/Windows 10),"Rs.48,499","Core i5 11th Gen
2.4 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.85 Kg, 19 mm thick",256 GB SSD,"Li-Po
3 Cell"
Acer Nitro 5 AN515-45 (NH.QCLSI.004) Laptop (AMD Hexa Core Ryzen 5/8 GB/512 GB SSD/Windows 11/4 GB),"Rs.62,500","AMD Hexa Core Ryzen 5
3.3 Ghz
8 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.2 Kg, 23.9 mm thick",512 GB SSD,"Li-Ion
4 Cell"
MSI GF63 Thin 11UC-1490IN Laptop (Core i5 11th Gen/16 GB/1 TB 256 GB SSD/Windows 11/4 GB),"Rs.58,300","Core i5 11th Gen
4.2 Ghz
16 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.86 Kg, 21.7 mm thick","1 TB HDD
256 GB SSD",7 Hrs
Samsung Galaxy Book 3 NP750XFG-KA3IN Laptop (Core i7 13th Gen/16 GB/512 GB SSD/Windows 11),"Rs.81,990","Core i7 13th Gen
1.7 Ghz
16 GB LPDDR4X RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.57 Kg, 15.4 mm thick",512 GB SSD,N/A
Acer Aspire 5 A515-56 (NX.A18SI.001) Laptop (Core i5 11th Gen/8 GB/512 GB SSD/Windows 10),"Rs.81,980","Core i5 11th Gen
4.2 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.65 Kg, 17.9 mm thick",512 GB SSD,"Li-Ion
3 Cell"
Acer Aspire 5 A515-56-5695 (NX.A1GSI.006) Laptop (Core i5 11th Gen/8 GB/512 GB SSD/Windows 10),"Rs.48,499","Core i5 11th Gen
4.2 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.65 Kg, 17.9 mm thick",512 GB SSD,"Li-Ion
3 Cell
9.5 Hrs"
Lenovo IdeaPad Flex 5 14ITL05 (82HS0196IN) Laptop (Core i3 11th Gen/8 GB/256 GB SSD/Windows 11),"Rs.49,995","Core i3 11th Gen
4.0 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.5 Kg, 20.4 mm thick
2-in-1, Touch Screen",256 GB SSD,"Li-Ion
10 Hrs"
Lenovo E41-55 (82FJ00AGIH) Laptop (AMD Dual Core Athlon/4 GB/256 GB SSD/DOS),"Rs.24,050","AMD Dual Core Athlon
2.4 Ghz
4 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
2.26 Kg, 76 mm thick",256 GB SSD,"Li-Ion
2 Cell
6 Hrs"
Acer Aspire 5 A514-54 (NX.A28SI.004) Laptop (Core i3 11th Gen/4 GB/256 GB SSD/Windows 10),"Rs.39,400","Core i3 11th Gen
4 GB DDR4 RAM","14 inches (35.56 cm)
1366 x 768 pixels
1.55 Kg, 17.9 mm thick",256 GB SSD,"Li-Ion
3 Cell
11.5 Hrs"
Asus TUF Gaming F15 FX507ZV-LP094W Laptop (Core i7 12th Gen/16 GB/512 GB SSD/Windows 11/8 GB),"Rs.109,990","Core i7 12th Gen
2.3 Ghz
16 GB DDR4 RAM
8 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.20 Kg, 24.9 mm thick",512 GB SSD,"Li-Ion
4 Cell"
Lenovo Ideapad Flex 3 CB 11IJL6 (82N3000DHA) Laptop (Celeron Dual Core/4 GB/128 GB SSD/Google Chrome),"Rs.27,500","Celeron Dual Core
1.1 Ghz
4 GB LPDDR4X RAM","11.6 inches (29.46 cm)
1366 x 768 pixels
1.25 Kg, 18.4 mm thick
2-in-1, Touch Screen",128 GB SSD,Li-Ion
HP Pavilion 15-eg3018TU (87B57PA) Laptop (Core i5 13th Gen/16 GB/1 TB SSD/Windows 11),"Rs.73,990","Core i5 13th Gen
4.7 Ghz
16 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.74 Kg, 17.9 mm thick",1 TB SSD,"Li-Ion
3 Cell"
HP Pavilion x360 14-ek0078TU (6Q0Z1PA Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11),"Rs.78,000","Core i5 12th Gen
4.2 Ghz
16 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.51 Kg, 19.9 mm thick
2-in-1, Touch Screen",512 GB SSD,"Li-Ion
3 Cell
11 Hrs"
Asus VivoBook 14 X415KA-EK111WS Laptop (Intel Pentium Quad Core/4 GB/256 GB SSD/Windows 11),"Rs.27,300","Intel Pentium Quad Core
3.3 Ghz
4 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.50 Kg, 19.9 mm thick",256 GB SSD,"Li-Ion
2 Cell"
Dell Inspiron 14 5410 (D560476WIN9S) Laptop (Core i5 11th Gen/8 GB/512 GB SSD/Windows 10),"Rs.76,999","Core i5 11th Gen
2.4 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.56 Kg, 18 mm thick
2-in-1, Touch Screen",512 GB SSD,"Li-Ion
3 Cell
6 Hrs"
Lenovo Ideapad Gaming 3i (82K1004CIN) Laptop (Core i5 11th Gen/8 GB/512 GB SSD/Windows 10/4 GB),"Rs.56,200","Core i5 11th Gen
3.0 Ghz
8 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.25 Kg, 24 mm thick",512 GB SSD,"Li-Ion
3 Cell"
Lenovo V15 G2 (82KDA01EIH) Laptop (AMD Quad Core Ryzen 3/8 GB/512 GB SSD/Windows 11),"Rs.27,990","AMD Quad Core Ryzen 3
2.6 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.70 Kg, 19 mm thick",512 GB SSD,"Li-Ion
2 Cell"
Lenovo Ideapad Gaming 3 (82SB00V3IN) Laptop (AMD Hexa Core Ryzen 5/16 GB/512 GB SSD/Windows 11/4 GB),"Rs.63,990","AMD Hexa Core Ryzen 5
3.3 Ghz
16 GB DDR5 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.32 Kg, 80 mm thick",512 GB SSD,"Li-Ion
3 Cell
6.5 Hrs"
Dell Inspiron 15 3501 (D560385WIN9S) Laptop (Core i5 11th Gen/8 GB/1 TB 256 GB SSD/Windows 10/2 GB),"Rs.58,000","Core i5 11th Gen
4.2 Ghz
8 GB DDR4 RAM
2 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.83 Kg, 20 mm thick","1 TB HDD
256 GB SSD
SATA
5400 RPM","Li-Ion
3 Cell
8 Hrs"
Asus VivoBook 15 X515JA-EJ382WS Laptop (Core i3 10th Gen/8 GB/512 GB SSD/Windows 11),"Rs.32,500","Core i3 10th Gen
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.80 Kg, 20 mm thick",512 GB SSD,"Li-Ion
2 Cell
3 Hrs"
HP Pavilion 15-ba042au (Z6X93PA) Laptop (AMD Quad Core E2/4 GB/1 TB/DOS),"Rs.24,499","AMD Quad-Core E2
1.8 Ghz
4 GB DDR3 RAM","15.6 inches (39.62 cm)
1366 x 768 pixels
2.19 Kg, 24.3 mm thick","1 TB HDD
SATA
5400 RPM","Li-Ion
4 Cell
4 Hrs"
Honor MagicBook X16 (BRN-F56) Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11),"Rs.46,990","Core i5 12th Gen
2.0 Ghz
16 GB LPDDR4X RAM","16 inches (40.64 cm)
1920 x 1200 pixels
1.75 Kg, 17.9 mm thick",512 GB SSD,"Li-Po
3 Cell
11.5 Hrs"
Honor MagicBook X16 (BRN-F58) Laptop (Core i5 12th Gen/8 GB/512 GB SSD/Windows 11),"Rs.50,990","Core i5 12th Gen
2.0 Ghz
8 GB LPDDR4X RAM","16 inches (40.64 cm)
1920 x 1200 pixels
1.75 Kg, 17.9 mm thick",512 GB SSD,"Li-Po
11.5 Hrs"
HP Victus 15-fa1132TX (8U6Z8PA) Laptop (Core i5 12th Gen/8 GB/512 GB SSD/Windows 11/4 GB),"Rs.54,990","Core i5 12th Gen
4.2 Ghz
8 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.37 Kg, 22.5 mm thick",512 GB SSD,"Li-Ion
3 Cell"
Lenovo Legion 5 15ACH6H (82JU018YIN) Laptop (AMD Octa Core Ryzen 7/16 GB/512 GB SSD/Windows 11/6 GB),"Rs.112,999","AMD Octa Core Ryzen 7
3.3 Ghz
16 GB DDR4 RAM
6 GB Graphics","15.6 inches (39.62 cm)
2560 x 1440 pixels
2.4 Kg, 23 mm thick",512 GB SSD,"Li-Ion
9.2 Hrs"
Lenovo Ideapad Gaming 3 (82EY00L4IN) Laptop (AMD Hexa Core Ryzen 5/8 GB/512 GB SSD/Windows 10/4 GB),"Rs.60,000","AMD Hexa Core Ryzen 5
3.0 Ghz
8 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.2 Kg, 24.9 mm thick",512 GB SSD,"Li-Po
3 Cell"
Lenovo Ideapad Gaming 3 15IHU6 (82K101LHIN) Laptop (Core i5 11th Gen/16 GB/512 GB SSD/Windows 11/4 GB),"Rs.51,499","Core i5 11th Gen
2.5 Ghz
16 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.25 Kg, 24.2 mm thick",512 GB SSD,"Li-Ion
8 Hrs"
HP Pavilion Plus 14-eh0037TU (77S54PA) Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11),"Rs.80,990","Core i5 12th Gen
2.5 Ghz
16 GB DDR4 RAM","14 inches (35.56 cm)
2880 x 1800 pixels
1.41 Kg, 17 mm thick",512 GB SSD,"Li-Ion
3 Cell
9 Hrs"
Dell Inspiron 14 5410 (D560466WIN9S) Laptop (Core i5 11th Gen/8 GB/512 GB SSD/Windows 10),"Rs.62,499","Core i5 11th Gen
1.7 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.56 Kg, 18 mm thick
2-in-1, Touch Screen",512 GB SSD,"Li-Ion
3 Cell
6 Hrs"
Dell Inspiron 14 5409 (D560363WIN9PE) Laptop (Core i5 11th Gen/8 GB/512 GB SSD/Windows 10),"Rs.55,990","Core i5 11th Gen
4.2 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.4 Kg",512 GB SSD,"Li-Ion
4 Cell"
HP Pavilion x360 11m-ap0013dx (6HS56UA) Laptop (Pentium Dual Core/4 GB/128 GB SSD/Windows 10),"Rs.76,595","Pentium Dual Core
1.1 Ghz
4 GB DDR4 RAM","11.6 inches (29.46 cm)
1366 x 768 pixels
1.21 Kg, 24.5 mm thick
2-in-1, Touch Screen",128 GB SSD,"Li-Ion
2 Cell"
Dell Vostro 3510 (ICC-D585017WIN8) Laptop (Core i3 10th Gen/8 GB/512 GB SSD/Windows 11),"Rs.34,990","Core i3 10th Gen
1.2 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.8 Kg, 18.9 mm thick",512 GB SSD,"Li-Ion
3 Cell
10 Hrs"
HP 14s-dq2649TU (7G6H0PA) Laptop (Core i3 11th Gen/8 GB/512 GB SSD/Windows 11),"Rs.42,980","Core i3 11th Gen
4.0 Ghz
8 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.46 Kg, 17.9 mm thick",512 GB SSD,"Li-Ion
3 Cell"
Dell Inspiron 15 3511 (D560723WIN9S) Laptop (Core i5 11th Gen/8 GB/1 TB 256 GB SSD/Windows 11),"Rs.53,000","Core i5 11th Gen
2.4 Ghz
8 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.80 Kg, 48 mm thick","1 TB HDD
256 GB SSD","Li-Ion
3 Cell"
Zebronics Pro Series Z ZEB-NBC 4S Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11),"Rs.39,990","Core i5 12th Gen
4.2 Ghz
16 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
1.76 Kg, 20 mm thick",512 GB SSD,"Li-Ion
10 Hrs"
HP Victus 15-fb0133AX (87B79PA) Laptop (AMD Hexa Core Ryzen 5/16 GB/512 GB SSD/Windows 11/4 GB),"Rs.63,250","AMD Hexa Core Ryzen 5
3.3 Ghz
16 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.37 Kg, 22.5 mm thick",512 GB SSD,"Li-Ion
4 Cell"
Lenovo Ideapad Gaming 3 15IHU6 (82K1019AIN) Laptop (Core i5 11th Gen/8 GB/1 TB 256 GB SSD/Windows 11/4 GB),"Rs.66,850","Core i5 11th Gen
3.1 Ghz
8 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.25 Kg, 24.2 mm thick","1 TB HDD
256 GB SSD","Li-Ion
8 Hrs"
Dell Vostro 3401 (D552226WIN9BE) Laptop (Core i3 10th Gen/4 GB/1 TB 256 GB SSD/Windows 11),"Rs.42,290","Core i3 10th Gen
1.2 Ghz
4 GB DDR4 RAM","14 inches (35.56 cm)
1920 x 1080 pixels
1.58 Kg, 51 mm thick","1 TB HDD
256 GB SSD","Li-Ion
3 Cell
10 Hrs"
Asus ROG Strix G15 G513RC-HN062W Laptop (AMD Octa Core Ryzen 7/16 GB/512 GB SSD/Windows 11/4 GB),"Rs.88,999","AMD Octa Core Ryzen 7
4.7 Ghz
16 GB DDR4 RAM
4 GB Graphics","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.10 Kg, 25.9 mm thick",512 GB SSD,"Li-Ion
4 Cell
12 Hrs"
Lenovo V15-IGL (82C3A008IH) Laptop (Intel Celeron Dual Core/4 GB/256 GB SSD/DOS),"Rs.23,949","Intel Celeron Dual Core
2.8 Ghz
4 GB DDR4 RAM","15.6 inches (39.62 cm)
1920 x 1080 pixels
2.20 Kg, 72 mm thick",256 GB SSD,N/A
